Municipio|CP|Dirección|Gasolina95|Gasoleo|Distancia
Mejorada del Campo|28840|CTRA: M-218 ESQ. C/ DUERO - POLÍGONO INDUSTRIAL|1,869|1,929|17.36608677871985
Miraflores de la Sierra|28792|CARRETERA M -611 KM. 7,6   GENERAL SANJURJO KM. 7,6|1,853|1,924|44.98842876821789
Miraflores de la Sierra|28792|CARRETERA M-610 KM. 19,8|1,854|1,925|45.346940858996064
Miraflores de la Sierra|28792|CR M-611, 3,1|1,869|1,929|41.82484798597839
Molar (El)|28710|AUTOVIA A-1 KM. 41|1,909|1,959|35.50370851628313
Molar (El)|28710|AUTOVIA A-1 KM. 40,2|1,909|1,959|35.09791535225868
Molar (El)|28710|AUTOVIA N-1 KM. 40,2|1,909|1,959|35.14976588967997
Moraleja de Enmedio|28950|AVENIDA FUENLABRADA, 30|1,869|1,915|21.15857661757442
Moraleja de Enmedio|28950|CALLE ROBLE, 6|1,829|1,799|21.238130165736973
Moralzarzal|28411|CALLE LAGO ONTARIO, 24|1,869|1,915|37.504760125326385
Moralzarzal|28411|CARRETERA COMARCAL 608 KM. 35,2|1,859|1,909|37.57190186907829
Morata de Tajuña|28530|CR M-311, 4,9|1,872|1,939|25.677271298675414
Móstoles|28931|CARRETERA M-856 (ENLACE N-V Y N-501) KM. 1|1,899|1,909|18.438288520057718
Móstoles|28934|GLORIETA LOS JAZMINES, S/N||1,879|16.39615330595766
Móstoles|28935|CARRETERA NACIONAL VKM 19 KM. |1,829|1,849|18.8115693377302
Móstoles|28935|CR A-5, 21|1,879|1,919|20.228499795729665
Móstoles|28935|CR A-5, 21|1,879|1,919|20.139088492801523
Móstoles|28935|AVENIDA PORTUGAL (DE), 80|1,864|1,919|18.438602557055326
Móstoles|28935|AVENIDA PORTUGAL (IZDO), 80|1,864|1,919|18.383522148945186
Móstoles|28935|CALLE JULIO CERVERA, 21|1,809|1,849|16.75160329683583
Móstoles|28933|CALLE FRAGUA, 16|1,799|1,839|16.05321830840017
Móstoles|28935|AVENIDA DE LAS NIEVES, 5|1,809|1,799|17.159098066757704
Móstoles|28937|CARRETERA SIMÓN HERNÁNDEZ, 61 KM. |1,829|1,879|16.883176429647005
Móstoles|28937|CL TORRES QUEVEDO, 2|1,889|1,939|16.635154559842633
Móstoles|28936|CALLE TORRES QUEVEDO, 6|1,769|1,769|16.641676725166814
Móstoles|28936|CALLE SIMON HERNANDEZ (DE), 73|1,768|1,758|16.685953074563695
Móstoles|28936|CALLE SIMON HERNANDEZ, 75|1,769|1,759|16.624127677396327
Móstoles|28938|CALLE E, 7|1,809|1,799|18.991368071690797
Móstoles|28938|CALLE ALFONSO XII, 20|1,767|1,767|18.251883410827197
Móstoles|28938|CALLE MORALEJA DE ENMEDIO, 6|1,839|1,859|18.310181043682352
Móstoles|28938|CALLE E, 12|1,854|1,919|19.007629133876318
Navacerrada|28491|CARRETERA M601 KM. 10,3|1,859|1,919|44.37729286242388
Navacerrada|28491|CARRETERA M-601 KM. 10,3|1,859|1,919|44.276982649942035
Navalcarnero|28600|AUTOVIA A-5 KM. 28,6|1,859|1,929|27.633783122804523
Navalcarnero|28600|AUTOVIA A-5 KM. 28,6|1,859|1,929|27.654107682860804
Navalcarnero|28600|AVENIDA CONSTITUCION, 170|1,859|1,929|29.759218303026813
Navalcarnero|28600|CARRETERA M600 KM. 45,800|1,845|1,899|28.518465037287545
Navalcarnero|28600|POLIGONO ALPARACHE, S/N|1,875|1,939|29.071428850399162
Navalcarnero|28600|CALLE CAMINO DE BASTOS, 6|1,789|1,799|29.40067211970787
Navalcarnero|28600|CALLE ZACARIAS (DE), 20|1,819|1,809|29.723772793459347
Navalcarnero|28600|CALLE MINA DEL COTORRO (DE LA), S/N|1,799|1,829|28.757672655364594
Navas del Rey|28695|CARRETERA M-501 KM. 40,500|1,834|1,904|46.47821984928203
Nuevo Baztán|28514|CR M-204, 27|1,862|1,952|38.395322283971524
Orusco de Tajuña|28570|CARRETERA M-204 KM. 14,700|1,789|1,869|43.525224678119116
Paracuellos de Jarama|28860|CALLE PASEO DE LAS CAMELIAS, 2|1,869|1,929|18.4035131036872
Paracuellos de Jarama|28860|CALLE MIGUEL DE CERVANTES, 2|1,865|1,949|15.857369615008665
Paracuellos de Jarama|28860|CARRETERA M-111 KM. 8,200|1,865|1,939|18.16314410601919
Paracuellos de Jarama|28860|CAMINO VIEJO DE COBEÑA, 34|1,824|1,874|17.65176360774705
Parla|28980|AVENIDA RONDA (DE), S/N|1,797|1,797|21.370191230160053
Parla|28980|CALLE TOLEDO CV VIA DE RONDA, SN|1,797|1,797|21.50359044265948
Parla|28980|CALLE REAL, 125|1,797|1,797|18.902146693728792
Parla|28980|CALLE REAL, S/N|1,865|1,949|21.09389071872034
Parla|28980|CR PARLA-PINTO, KM.  0.15|1,885|1,949|19.084871245277615
Parla|28980|CALLE LONDRES, 43|1,885|1,949|19.706581129309313
Parla|28980|CARRETERA PINTO-PARLA KM. 1|1,838|1,828|19.480192599081004
Parla|28980|CALLE BUENAVISTA, 2|1,859|1,929|18.61560391248261
Parla|28980|CARRETERA DE PARLA A PINTO M-408 KM. S/N|||19.513574464375974
Parla|28980|CALLE NANTES, 119|1,818|1,817|19.815578244932546
Parla|28980|AVENIDA CERRO DEL RUBAL, 12|1,805|1,785|19.964338109232024
Parla|28980|AVENIDA DE LAS LAGUNAS, 1|1,849|1,919|19.824662500456046
Parla|28980|AVENIDA CERRO DEL RUBAL, 1|1,805|1,785|19.908574342606194
Parla|28983|AVENIDA CERRO DEL RUBAL, 7|1,805|1,785|19.877103962528956
Pelayos de la Presa|28696|CR M-501, 48,2 (M-501 km 48,25)|1,825|1,925|52.8866635299188
Perales de Tajuña|28540|AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870|1,889|1,939|34.065498096343624
Perales de Tajuña|28540|CRTA. N-III PK. 41,00|1,899|1,919|36.77435329512909
Perales de Tajuña|28540|CARRETERA N-3 KM. 39,2|1,892|1,932|35.47986791392771
Perales de Tajuña|28540|AUTOVIA E-901/A-3 KM. 35,2|1,899|1,939|31.803650671928033
Perales de Tajuña|28540|AUTOVIA A-3 KM. 43,3|1,869|1,919|38.90327407954605
Pezuela de las Torres|28812|CARRETERA COMARCAL M236 KM. 51,600|1,845|1,899|46.739121705725445
Pinto|28320|AUTOVIA A - 4 KM. 23,300|1,869|1,919|21.289300413336672
Pinto|28320|AUTOPISTA A - 4 KM. 23,300|1,869|1,919|21.250780322466653
Pinto|28320|CARRETERA M-506 KM. 24,500|1,865|1,939|17.811697709835403
Pinto|28320|CR A-4  P.K. 20,20 D|1,899|1,919|18.13948972266573
Pinto|28320|CR A-4  P.K. 20,20 I|1,899|1,919|18.15239447657623
Pinto|28320|CARRETERA M-841 KM. 3,5|1,859|1,915|20.093094889190716
Pinto|28320|CARRETERA M506 PK 26 KM. 26|1,854|1,904|19.317267228852643
Pinto|28320|CARRETERA M-506 KM. 24|1,854|1,904|17.414049019199055
Pinto|28320|CALLE SIERRA NEVADA, 5|1,899|1,969|16.19814599278727
Pinto|28320|CALLE ARENAS (DE LAS), 2|1,889|1,919|15.821347599295665
Pinto|28320|CALLE COTO DE DOÑANA (DEL), 6|1,889|1,969|16.05989935434187
Pinto|28320|CALLE COTO DE DOÑANA, 1|1,889|1,919|16.13007778331525
Pinto|28320|CARRETERA M-841 KM. 1|1,869|1,889|18.440764637454752
Pinto|28320|CL.AGUILAS (P. IND. PINTO ESTACIÓN)|1,819|1,899|18.2603050904653
Pinto|28320|CALLE PABLO PICASSO, SN|1,818|1,817|18.923540875464337
Pozuelo de Alarcón|28223|CARRETERA M-503 VÍA DE LAS DOS CASTILLAS KM. 6,3|1,929|1,959|11.121875922216253
Pozuelo de Alarcón|28223|AVENIDA RADIO TELEVISION ESPAÑOLA, 1|1,929|1,959|8.095832605790624
Pozuelo de Alarcón|28223|CALLE LUIS BUÑUEL, 3|1,869|1,849|7.97603997319214
Pozuelo de Alarcón|28223|CARRETERA CARABANCHEL M-502 KM. 3600|1,969|1,969|8.11660627827932
Pozuelo de Alarcón|28223|CALLE BARLOVENTO, 30|1,839|1,879|8.978692215490527
Pozuelo de Alarcón|28223|CARRETERA POZUELO MAJADAHONDA KM. 2|1,819|1,829|12.953038724218176
Pozuelo de Alarcón|28224|TRAVESÍA PEÑALARA, 1|1,859|1,879|10.625903775565916
Pozuelo de Alarcón|28224|AVENIDA LEOPOLDO CALVO SOTELO-BUSTELO, 17|1,869|1,899|10.013063770505527
Pozuelo de Alarcón|28224|CALLE ENRIQUE GRANADOS, 1|1,859|1,879|11.235507876542918
Pozuelo de Alarcón|28224|CL MANUEL DE FALLA, 2|1,859|1,879|11.27295102004243
Rascafría|28740|AVENIDA DEL VALLE, 39|1,879|1,915|57.429254114026676
Rivas-Vaciamadrid|28529|AVENIDA DE LA TECNICA, S/N|1,869|1,919|13.627127363024872
Rivas-Vaciamadrid|28529|AVENIDA AURELIO ALVAREZ, S/N|1,869|1,919|15.814772519048027
Rivas-Vaciamadrid|28529|POLIGONO SANTA ANA, AVDA DE LA TECNICA, S/N|1,819|1,859|15.29891158663281
Rivas-Vaciamadrid|28529|CTRA. N-III km 19,5|1,859|1,879|17.37648736600518
Rivas-Vaciamadrid|28522|CALLE TURBINA (DE LA), 2|1,839||13.905756097236202
Rivas-Vaciamadrid|28522|CALLE CINCEL (DEL), 2|1,817|1,809|14.41042487859583
Rivas-Vaciamadrid|28522|CALLE CARRETILLA (DE LA), 23|1,839|1,819|14.03615865890962
Rivas-Vaciamadrid|28522|CALLE DE LA FUNDICION, 53|1,829|1,899|14.556367361874537
Rivas-Vaciamadrid|28522|AVENIDA PABLO IGLESIAS (DE), 78|1,817|1,809|15.513057436994727
Rivas-Vaciamadrid|28522|CALLE FUNDICION, 19|1,817|1,809|14.23693576198266
Rivas-Vaciamadrid|28522|CALLE SEVERO OCHOA, SN|1,829|1,859|15.825790421583475
Rivas-Vaciamadrid|28522|CALLE CINCEL (DEL), S|1,817|1,809|14.427405629349073
Robledo de Chavela|28294|CARRETERA VALDEMAQUEDA KM. 0|1,864|1,915|47.27159546370232
Rozas de Madrid (Las)|28230|CR A-6, 20,3|1,849|1,899|18.97902591209736
Rozas de Madrid (Las)|28230|CALLE CABO RUFINO LAZARO, 7|1,809|1,829|19.247976774080737
Rozas de Madrid (Las)|28230|CALLE INNOVACIÓN, 19|1,843|1,917|19.220777698814487
Rozas de Madrid (Las)|28230|CTRA. N-VI km 21,700|1,834|1,884|20.34712078321597
Rozas de Madrid (Las)|28230|CARRETERA MADRID-LA CORUÑA KM. 22|1,829|1,849|20.434622997383247
Rozas de Madrid (Las)|28230|CL LAS CRUCES  S/N|1,869|1,929|17.732527148777873
Rozas de Madrid (Las)|28230|CALLE COPENHAGUES/N, S/N|1,859|1,879|19.597148064899443
Rozas de Madrid (Las)|28230|A-6 km 25,5|1,859|1,879|23.492386861166487
Rozas de Madrid (Las)|28230|CTRA. M-505 km 5,5|1,859|1,879|21.683173917038765
Rozas de Madrid (Las)|28230|CARRETERA M-505 km 5.5|1,859|1,879|21.584948143477177
San Agustín del Guadalix|28750|AUTOVIA A 1 KM. 34|1,889|1,949|30.11743633764181
San Fernando de Henares|28830|AVENIDA CASTILLA (DE), 43|1,869|1,879|17.60589199267588
San Fernando de Henares|28830|CALLE LA PRESA, S/N|1,869|1,929|14.090372315586777
San Fernando de Henares|28830|AV MARTIN LUTHER KING, S/N ESQUINA M-216|1,869|1,929|14.550421013753473
San Fernando de Henares|28830|CARRETERA NACIONAL II KM. 16|1,839|1,869|14.656290855547633
San Fernando de Henares|28830|AV. CASTILLA, 4|1,849|1,929|16.264463221216726
San Fernando de Henares|28830|CALLE CERRAJEROS, 10|1,879|1,989|16.588355142862735
San Fernando de Henares|28830|CALLE CERRAJEROS (DE LOS), 10|1,879|1,989|16.62351029972223
San Fernando de Henares|28830|CR N-2, 16,3|1,869|1,959|15.092969724483853
San Fernando de Henares|28830|CR N-2, 16,3|1,869|1,959|15.01133665023347
San Fernando de Henares|28830|CALLE DE LOS HERRADORES, 1|1,865|1,959|16.865972740451856
San Fernando de Henares|28830|CALLE CERRAJEROS DE LOS, 10|||16.62351029972223
San Lorenzo de El Escorial|28200|CARRETERA GUADARRAMA KM. 57|1,697|1,787|42.47610150275982
San Lorenzo de El Escorial|28200|CR M-600, 3|1,845|1,919|43.00532571153835
San Lorenzo de El Escorial|28200|CR M-600, 3|1,845|1,919|42.89573241102468
San Lorenzo de El Escorial|28200|AUTOPISTA AP-6 KM. 42,3|1,854|1,915|39.082619696243476
San Lorenzo de El Escorial|28200|C/Las Pozas, s/n - P.I. Matacuervos|1,779|1,849|42.4864870052221
San Lorenzo de El Escorial|28200|CALLE JUAN DE TOLEDO, 8|1,779|1,849|43.14798658811982
San Martín de la Vega|28330|AVENIDA DOCTOR MANUEL JARABO (DEL), 74|1,859|1,899|23.97137110915065
San Martín de la Vega|28330|CARRETERA M-506 KM. 46,500|1,772|1,849|21.832686809529324
San Martín de la Vega|28330|CARRETERA M-506 KM. 36,330|1,829|1,899|21.939761971369
San Martín de Valdeiglesias|28680|CARRETERA M-501 KM. 54,1|1,845|1,949|58.42498456176584
San Martín de Valdeiglesias|28680|AVENIDA DE MADRID, 34|1,739|1,799|59.45134854367932
San Sebastián de los Reyes|28700|N-I (MADRID-BURGOS) km 24,100||1,889|22.23742147052644
San Sebastián de los Reyes|28700|PASEO EUROPA, 22|1,799|1,829|16.268197563687547
San Sebastián de los Reyes|28700|AVENIDA FUENTE NUEVA, 18|1,799|1,819|16.788505282977376
San Sebastián de los Reyes|28700|AUTOVIA NACIONAL I KM. 26,200|||24.115594854672008
San Sebastián de los Reyes|28700|CL AVDA TENERIFE, 18|1,829|1,879|17.843702082050196
San Sebastián de los Reyes|28700|AVENIDA EINSTEIN, 5|1,869|1,939|16.540724061231355
San Sebastián de los Reyes|28700|CR N-1, 18,6|1,869|1,939|16.810669748669813
San Sebastián de los Reyes|28700|CL REAL  (ANTIGUA N-1), 120|1,859|1,909|17.074867974139206
San Sebastián de los Reyes|28700|AVENIDA TENERIFE (DE), 14|1,809|1,859|17.719120683387832
San Sebastián de los Reyes|28700|AUTOVIA NACIONAL I KM. 26,200|1,899|1,899|24.13816677843741
San Sebastián de los Reyes|28700|AVENIDA TENERIFE, 10|1,799|1,829|17.672790217254672
San Sebastián de los Reyes|28700|N-I  (BURGOS-MADRID) km 24,100|1,869|1,849|22.184675546780976
San Sebastián de los Reyes|28700|CTRA. BURGOS|1,909|1,909|22.169477197209588
San Sebastián de los Reyes|28700|AVENIDA MATAPIÑONERA, 20|1,799|1,829|16.421318117448664
San Sebastián de los Reyes|28700|AVENIDA PIRINEOS (DE LOS), 21|1,799|1,829|17.307917562223675
San Sebastián de los Reyes|28700|CARRETERA ANTIGUA N-I CV CAMINO REDESA KM. S/N|1,829|1,879|18.84817836204202
San Sebastián de los Reyes|28700|AVENIDA FUENTENUEVA, 1|1,819|1,879|16.85659090376925
San Sebastián de los Reyes|28700|GLORIETA ANTONIO GAUDI, |1,859|1,909|17.82269109074397
Serna del Monte (La)|28737|AUTOVIA N-1 KM. 80,200|1,859|1,929|69.82050221899374
Serna del Monte (La)|28737|AUTOVIA A-I KM. 81|1,869|1,909|70.38775889733888
Sevilla la Nueva|28609|CARRETERA M-600 KM. 44|1,839|1,889|28.728110220376546
Sevilla la Nueva|28609|CARRETERA M-600 KM. 44|1,839|1,889|28.649745909150187
Somosierra|28756|AUTOVIA A-1 KM. 92,5|1,879|1,919|81.19296182966866
Soto del Real|28791|CARRETERA M-609 KM. 3|1,839|1,909|35.29208045361235
Soto del Real|28791|CARRETERA M-609 KM. 3|1,839|1,909|35.22943408905979
Talamanca de Jarama|28160|CR M-103, 23,5|1,859|1,949|38.96549422714049
Tielmes|28550|AVENIDA FERROCARRIL (DEL), 1|1,879|1,899|36.718287415153156
Torrejón de Ardoz|28850|AVENIDA DE LA CIRCUNVALACION, 24|1,879|1,769|20.442893590377498
Torrejón de Ardoz|28850|AVENIDA DE LA CONSTITUCION, 262|1,829|1,849|22.387636641891117
Torrejón de Ardoz|28850|AVENIDA DE LAS ESTACIONES, 2|1,904|1,909|18.214647454774568
Torrejón de Ardoz|28850|CALLE LONDRES, 30|1,839|1,839|19.82706451271362
Torrejón de Ardoz|28850|CARRETERA DE TORREJON A LOECHES KM. 1,100|1,869|1,929|19.746643431190964
Torrejón de Ardoz|28850|AVENIDA DE LAS FRONTERAS, S/N|1,869|1,929|18.549475466624518
Torrejón de Ardoz|28850|AVENIDA PREMIOS NOBEL, 1|1,818|1,817|21.699798304754232
Torrejón de Ardoz|28850|CALLE LOECHES, S/N|1,839|1,869|19.345141577885048
Torrejón de Ardoz|28850|CARRETERA LOECHES-AJALVIR, KM. 12,500|1,732|1,759|19.32407276125647
Torrejón de Ardoz|28850|AVENIDA DEL SOL, S,N|1,879|1,929|18.406847955512678
Torrejón de Ardoz|28850|AVENIDA DE LA CONSTITUCION, 108|1,829|1,859|19.91858447354452
Torrejón de Ardoz|28850|CALLE SOLANA DE LA, 17|1,809|1,809|19.754638618124428
Torrejón de Ardoz|28850|AVENIDA CONSTITUCION, 167|1,879|1,929|20.067003648545363
Torrejón de Ardoz|28850|AVENIDA CONSTITUCION, 225|1,879|1,929|21.724623986225787
Torrejón de Ardoz|28850|POZO DE LAS NIEVES, S.N.|1,879|1,929|19.92209550580344
Torrejón de Ardoz|28850|CALLE OLMO, 1|1,777|1,777|20.410960585921472
Torrejón de Ardoz|28850|POLIGONO CASABLANCA C/JACINTO BENAVENTE, 6|1,819|1,769|23.54118394531548
Torrejón de Ardoz|28850|AVENIDA SOL, 50|1,829|1,757|18.396274128457083
Torrejón de Ardoz|28850|AVENIDA CONSTITUCIÓN, 1|1,767|1,777|18.00265846406034
Torrejón de Ardoz|28850|CALLE SOLANA, 56|1,779|1,779|20.238239676035494
Torrejón de Ardoz|28850|CALLE CHARCA DE LOS PECES, 2|1,777|1,777|19.619004175038715
Torrejón de Ardoz|28850|CARRETERA DE LA BASE KM. S/N|1,798|1,798|23.03409588218277
Torrejón de Ardoz|28850|CALLE MARIO VARGAS LLOSA, 4|1,799|1,799|22.74875638576495
Torrejón de la Calzada|28991|CALLE GENERALISIMO, 1|1,894|1,939|24.62465773896733
Torrejón de la Calzada|28991|CALLE GENERALISIMO, 1|1,894|1,939|24.653832326111555
Torrejón de Velasco|28990|CARRETERA C-404 KM. 28|1,859|1,919|25.37645473349019
Torrejón de Velasco|28990|CARRETERA M-404 KM. 31|1,869|1,929|25.41613715197221
Torrelaguna|28180|CALLE MALACUERA, 63|1,889|1,969|47.700284308653565
Torrelodones|28250|CR A-6, 28,2|1,849|1,899|25.890390059822185
Torrelodones|28250|CALLE CAMINO DE VALLADOLID, 1|1,865|1,899|27.03056676324283
Torres de la Alameda|28813|CALLE BRUSELAS, 4|1,779|1,819|27.240937178031572
Torres de la Alameda|28813|CALLE MADRID, 46|||26.777297226608585
Torres de la Alameda|28813|MADRID Nº 3, POL.IND.|1,859|1,899|27.378394114331815
Tres Cantos|28760|AVENIDA INDUSTRIA, 44|1,667|1,697|22.743233417745028
Tres Cantos|28760|CL AVDA DE LA INDUSTRIA, 33|1,829|1,829|22.751312010546467
Tres Cantos|28760|AVENIDA INDUSTRIA (DE LA), S/N|1,839|1,869|21.794857346574087
Tres Cantos|28760|CALLE YUNQUE, 6|1,752|1,798|22.75522020285491
Tres Cantos|28760|CL AV DE LA INDUSTRIA, 58|1,829|1,819|22.835735914437002
Tres Cantos|28760|AVENIDA INDUSTRIA (DE LA), 52|1,667|1,697|22.78297706013371
Tres Cantos|28760|CL AVENIDA ARTESANOS, 40|1,819|1,799|22.665269758156214
Valdemorillo|28210|CARRETERA M-600 KM. 14|1,829|1,879|38.25245441426538
Valdemorillo|28210|CALLE SAN JUAN, 38|1,849|1,919|32.59388001716094
Valdemoro|28340|AVENIDA ANDALUCIA, 7|1,884|1,915|24.541386403507097
Valdemoro|28340|AVENIDA ANDALUCIA DE, 519|1,849|1,869|26.536876720814398
Valdemoro|28340|AVENIDA MADRID (DE), 7|1,849|1,849|22.418390608387966
Valdemoro|28340|CALLE AGUADO, 11|1,839|1,899|24.929870024965798
Valdemoro|28340|CL.TENERIAS Nº 50|1,899|1,894|23.530995056873998
Valdemoro|28340|CARRETERA ANDALUCIA KM. 28,230|1,815|1,815|25.903061525207
Valdemoro|28340|CALLE ROSALIA DE CASTRO, 14|1,869|1,929|23.89824936577029
Valdemoro|28340|CALLE NARCISO MONTURIOL, 32|1,869|1,929|27.510225239458848
Valdemoro|28340|PASEO JUNCAREJO/CL DE AGORA, 0|1,869|1,929|25.123649258038327
Valdemoro|28340|CALLE ARTURO DUPERIER, S/N|1,839|1,819|27.175224325327495
Valdemoro|28340|AVENIDA ANDALUCIA (DE), 118|1,818|1,817|23.476170234766908
Valdemoro|28340|AVENIDA MADRID (DE), 6|1,829|1,829|22.6445161007521
Valdemoro|28340|CALLE NARCISO MONTURIOL, 28|||27.23392933883594
Valdemoro|28340|RONDA COMUNIDADES (DE LAS), 107|1,816|1,816|25.06532572954564
Valdemoro|28340|CALLE NARCISO MONTURIOL, 30|1,818|1,817|27.36349499757575
Valdetorres de Jarama|28150|CALLE ARROYO DE LA HIRUELA, 2|1,889|1,989|36.01379151937052
Velilla de San Antonio|28891|CARRETERA M-208 KM. 3,800|1,859|1,935|19.42703549478558
Velilla de San Antonio|28891|CALLE TAMBORA, 4|||20.22098442344373
Venturada|28729|AUTOVIA E-5/A-1 KM. 49|1,909|1,959|43.16690212107868
Villa del Prado|28630|CARRETERA M-507 KM. 27,5|1,869|1,925|53.570006870088434
Villa del Prado|28630|CALLE JUAN MARIA LEONET ZABALA, 19|1,839|1,869|54.57420537060107
Villaconejos|28360|CL CARRETERA ARANJUEZ ,56 (CR M-305 (M-305 km 19,8)|1,849|1,879|38.43127259407898
Villalbilla|28810|CARRETERA ALCALA-PASTRANA KM. 4,400|1,869|1,929|29.874654409917458
Villalbilla|28810|CARRETERA M-300 KM. 8,1|1,869|1,929|28.343594452856042
Villalbilla|28810|CARRETERA M-233 KM. 6,800|1,729|1,729|35.022881451499515
Villalbilla|28810|CALLE SEVERO OCHOA, 48|1,749|1,749|31.951513902275146
Villalbilla|28810|CALLE JAIME FERRAN, 31|1,739|1,739|31.39521635384779
Villalbilla|28810|CARRETERA ALCALA VILLAR DEL OLMO (DE) M-204 KM. 39|1,869|1,929|32.048067712342274
Villamanta|28610|CARRETERA M-507 KM. 6,700|1,869|1,949|35.54111011852876
Villanueva de la Cañada|28691|CARRETERA M-600 KM. 28|1,839|1,879|28.019802612900836
Villanueva de la Cañada|28691|CARRETERA M-600 KM. 28|1,839|1,879|28.027451091957797
Villanueva de la Cañada|28691|AVENIDA SIERRA DE GUADARRAMA, 10|1,819|1,849|27.108752105948934
Villanueva de Perales|28609|CARRETERA M-501 KM. 27|1,839|1,909|34.05539866694249
Villanueva de Perales|28609|CARRETERA M-501 KM. 26,800|1,839|1,909|33.99671922155156
Villanueva del Pardillo|28229|CARRETERA M-509 KM. 4,4|1,859|1,859|22.74840593217933
Villanueva del Pardillo|28229|CR M-509, 7,300|1,869|1,869|25.261213024301
Villarejo de Salvanés|28590|AUTOVIA A-3 KM. 49,3|1,869|1,919|43.81014544293269
Villarejo de Salvanés|28590|AUTOVIA A-3 KM. 49,4|1,869|1,919|43.83218364291165
Villarejo de Salvanés|28590|CL FRAY JOSE DE SAN JACINTO 10||1,819|43.80970114870759
Villarejo de Salvanés|28590|AVENIDA JUAN CARLOS I REY DE ESPAÑA, 3|1,769|1,819|43.07761756920773
Villaviciosa de Odón|28670|AVENIDA QUITAPESARES, 33|1,799|1,849|18.51110191910534
Villaviciosa de Odón|28670|POLIGONO INDUSRIAL PINARES LLANOS, C/CARPINTEROS, S/N|1,854|1,915|19.04111455061288
Villaviciosa de Odón|28670|CARRETERA M-50 KM. 66,5|1,889|1,949|15.809347029729254
Villaviciosa de Odón|28670|CARRETERA M-50 KM. 66,5|1,889|1,949|15.630468662238595
Villaviciosa de Odón|28670|AVENIDA QUITAPESARES, 1|1,869|1,929|18.95485221172918
